Address,Price
"4/4, East Broughton Place, Edinburgh, EH1 3RP","£435,000  on 23 May 2024"
"132 Lasswade Road, Edinburgh, EH16 6QY","£485,000  on 23 May 2024,£443,721  on 18 October 2021"
"8/10 Western Harbour Breakwater, Edinburgh, EH6 6HZ","£345,000  on 23 May 2024"
"29 Moray Place, Edinburgh, EH3 6BX","£855,000  on 23 May 2024,£899,000  on 7 May 2021"
"24 Tryst Park, Edinburgh, EH10 7HD","£305,000  on 23 May 2024"
"19 Meadowbank Terrace, Edinburgh, EH8 7AS","£340,000  on 23 May 2024"
"35a St. Patrick Square, Edinburgh, EH8 9EU","£271,111  on 23 May 2024"
"97 Marchmont Road, Edinburgh, EH9 1HB","£460,000  on 23 May 2024"
"4 Craigmount Approach, Edinburgh, EH12 8DR","£230,000  on 23 May 2024"
"3F2, 106 Restalrig Road South, Edinburgh, EH7 6JB","£120,000  on 22 May 2024"
"23 Pilrig Gardens, Edinburgh, EH6 5AZ","£525,000  on 22 May 2024"
"2/7, Sheriff Park, Edinburgh, EH6 6DX","£197,500  on 22 May 2024"
"56 Saughton Crescent, Edinburgh, EH12 5SP","£630,000  on 22 May 2024,£382,500  on 1 September 2021"
"2/2 West Pilton Avenue, Edinburgh, EH4 4BT","£90,000  on 22 May 2024"
"137 Piersfield Terrace, Edinburgh, EH8 7BS","£232,137  on 22 May 2024"
"50 North Bughtlinside, Edinburgh, EH12 8YA","£230,000  on 22 May 2024"
"20/6, Spring Gardens, Edinburgh, EH8 8HU","£516,510  on 22 May 2024"
"Flat 12, 1 Slateford Gait, Edinburgh, EH11 1GX","£272,364  on 22 May 2024"
"7/4 Glenogle Road, Edinburgh, EH3 5HW","£214,000  on 22 May 2024"
"5 Wheatfield Place, Edinburgh, EH11 2PD","£130,000  on 21 May 2024"
"18/1 Coates Gardens, Edinburgh, EH12 5LB","£499,885  on 21 May 2024"
"Flat 5, 23 Bridge Street, Edinburgh, EH15 1DB","£397,000  on 21 May 2024,£396,670  on 3 February 2022"
"1F2, 3 Comely Bank Terrace, Edinburgh, EH4 1AT","£325,000  on 21 May 2024"
"Flat 12, 21 Geissler Drive, Edinburgh, EH6 6AN","£309,995  on 21 May 2024"
"13 Summerhall Place, Edinburgh, EH9 1QE","£315,000  on 21 May 2024"
"15 Claremont Grove, Edinburgh, EH7 4DP","£360,000  on 21 May 2024"
"4/5 Clearburn Crescent, Edinburgh, EH16 5ER","£172,000  on 21 May 2024,£152,500  on 12 December 2019"
"27/2, Craigentinny Road, Edinburgh, EH7 6NA","£164,000  on 21 May 2024"
"Caol Ila, 7 Bonaly Road, Edinburgh, EH13 0EB","£920,000  on 21 May 2024"
"9 Craiglockhart Dell Road, Edinburgh, EH14 1JW","£650,000  on 21 May 2024"
"1/1 Albion Place, Edinburgh, EH7 5QR","£160,000  on 21 May 2024,£167,000  on 6 March 2023,£137,500  on 20 December 2019"
"151/10, Slateford Road, Edinburgh, EH14 1NW","£190,000  on 21 May 2024"
"53/1, Craiglockhart Terrace, Edinburgh, EH14 1XH","£330,000  on 20 May 2024"
"36 Macdermott Avenue, Edinburgh, EH12 0DH","£355,995  on 20 May 2024"
"Flat 11, 100 Temple Park Crescent, Edinburgh, EH11 1FP","£272,500  on 20 May 2024"
"23 Edwards Wynd, Edinburgh, EH17 8XW","£470,000  on 20 May 2024,£415,000  on 7 May 2021"
"62 Christiemiller Avenue, Edinburgh, EH7 6SZ","£350,000  on 20 May 2024"
"7/10 Newton Street, Edinburgh, EH11 1TG","£165,000  on 20 May 2024,£155,000  on 4 September 2020"
"3/6 Rosefield Avenue, Edinburgh, EH15 1AT","£212,500  on 20 May 2024"
"1/6 Allanfield Place, Edinburgh, EH7 5AG","£253,000  on 20 May 2024"
"Flat 3, 4 Firecrest Way, Edinburgh, EH4 8GP","£322,995  on 20 May 2024"
"Flat 8, 30A, Corstorphine Road, Edinburgh, EH12 6BF","£745,000  on 20 May 2024"
"164/1, Drumbrae Drive, Edinburgh, EH4 6SH","£123,750  on 20 May 2024,£168,000  on 9 April 2021"
"2 Broomhouse Medway, Edinburgh, EH11 3RP","£162,500  on 20 May 2024"
"10/1 Mount Alvernia, Edinburgh, EH16 6AW","£267,000  on 20 May 2024"
"72 Stenhouse Place East, Edinburgh, EH11 3DQ","£182,000  on 17 May 2024"
"Linkwood, 9 Ferrymuir Lane, South Queensferry, EH30 9PA","£600,000  on 17 May 2024"
"1 Windsor Street, Edinburgh, EH7 5LA","£640,000  on 17 May 2024"
"22 Brocken Brigg Parkway, Gilmerton, Edinburgh, EH17 8NT","£387,995  on 17 May 2024"
"34/5, Ivanhoe Crescent, Edinburgh, EH16 6AT","£167,000  on 17 May 2024"
"22 Liberton Brae, Edinburgh, EH16 6AF","£360,000  on 17 May 2024"
"65 Joppa Road, Edinburgh, EH15 2HB","£276,543  on 17 May 2024"
"12 Dean Park Mews, Edinburgh, EH4 1ED","£908,850  on 17 May 2024"
"55A, Shrubhill Walk, Edinburgh, EH7 4RB","£300,000  on 17 May 2024"
"22 Essex Road, Edinburgh, EH4 6LJ","£675,000  on 17 May 2024"
"24/4, Greenpark, Edinburgh, EH17 7TA","£225,000  on 17 May 2024"
"24A, Oxgangs Avenue, Edinburgh, EH13 9JD","£151,000  on 17 May 2024,£127,000  on 13 March 2020"
"19/6, Downfield Place, Edinburgh, EH11 2EJ","£267,067  on 17 May 2024"
"2 Lawrie Reilly Place, Edinburgh, EH7 5EU","£320,000  on 17 May 2024"
"159/11 Slateford Road, Edinburgh, EH14 1PB","£225,000  on 17 May 2024,£220,000  on 18 September 2020"
"1C, Mcdonald Place, Edinburgh, EH7 4NH","£325,000  on 17 May 2024"
"9 Hewlett Way, South Queensferry, EH30 9AA","£453,000  on 17 May 2024"
"24a Howden Hall Court, Edinburgh, EH16 6UT","£271,000  on 17 May 2024,£255,000  on 16 October 2020"
"1 Gilmerton Dykes Place, Edinburgh, EH17 8JH","£165,500  on 17 May 2024"
"3, Hermand Crescent, Edinburgh, EH11 1QP","£325,000  on 17 May 2024,£300,000  on 9 May 2024"
"15/5 Plewlands Terrace, Edinburgh, EH10 5JX","£421,387  on 17 May 2024"
"6/7 Balfour Place, Edinburgh, EH6 5DW","£262,245  on 17 May 2024"
"2 Howden Hall Crescent, Edinburgh, EH16 6UR","£223,500  on 17 May 2024,£183,000  on 15 September 2020"
"113/4, Bruntsfield Place, Edinburgh, EH10 4EQ","£315,000  on 17 May 2024,£325,000  on 21 May 2021"
"19 Windsor Street, Edinburgh, EH7 5LA","£1,449,000  on 17 May 2024"
"54 Baberton Mains Gardens, Edinburgh, EH14 3BX","£255,000  on 17 May 2024"
"3F2, 57 Restalrig Road, Edinburgh, EH6 8BE","£213,000  on 17 May 2024"
"32 Baberton Mains Dell, Edinburgh, EH14 3DQ","£328,000  on 17 May 2024"
"50 Royal Park Terrace, Edinburgh, EH8 8JA","£316,000  on 17 May 2024,£262,500  on 4 March 2022"
"9/8, Comely Bank Row, Edinburgh, EH4 1EA","£250,000  on 17 May 2024"
"14/1 Maxwell Street, Edinburgh, EH10 5HU","£375,000  on 17 May 2024,£355,000  on 16 July 2021"
"32 Duddingston Mills, Edinburgh, EH8 7NF","£155,000  on 17 May 2024"
"83 Malbet Park, Edinburgh, EH16 6WB","£440,000  on 17 May 2024,£392,295  on 29 November 2019"
"Flat 1, 1 Hillpark Rise, Edinburgh, EH4 7BB","£305,000  on 17 May 2024"
"92/3 Craighouse Gardens, Edinburgh, EH10 5LW","£220,000  on 17 May 2024"
"43-45, Comely Bank Place, Edinburgh, EH4 1ER","£720,000  on 17 May 2024"
"14/1 Maxwell Street, Edinburgh, EH10 5HU","£375,000  on 17 May 2024,£355,000  on 16 July 2021"
"13 Groathill Avenue, Edinburgh, EH4 2LR","£680,000  on 17 May 2024"
"2F, 35 Moray Place, Edinburgh, EH3 6BX","£700,000  on 17 May 2024"
"17/2, Murano Place, Edinburgh, EH7 5HH","£212,755  on 17 May 2024"
"21 Barnshot Road, Edinburgh, EH13 0DJ","£793,000  on 17 May 2024"
"11/1, Lower Granton Road, Edinburgh, EH5 3RU","£190,651  on 17 May 2024"
"9 Lismore Avenue, Edinburgh, EH8 7DW","£345,175  on 17 May 2024"
"103 Bellevue Road, Edinburgh, EH7 4DG","£395,000  on 17 May 2024"
"10 Hallcroft Rise, Ratho, Newbridge, EH28 8RX","£220,000  on 17 May 2024"
"16 Parkhead Street, Edinburgh, EH11 4RL","£210,000  on 17 May 2024"
"25 St. Katharine's Brae, Edinburgh, EH16 6QR","£115,453  on 17 May 2024"
"19 Riversdale Grove, Edinburgh, EH12 5QS","£285,000  on 17 May 2024"
"5/3, Baird Road, Ratho, Newbridge, EH28 8RU","£47,000  on 17 May 2024"
"4 Drum Crescent, Edinburgh, EH17 7ED","£164,000  on 17 May 2024"
"243 The Murrays, Edinburgh, EH17 8UT","£350,000  on 17 May 2024"
"15 House O'hill Gardens, Edinburgh, EH4 2AR","£505,809  on 17 May 2024"
"3/7, Kingsknowe Place, Edinburgh, EH14 2EG","£156,220  on 17 May 2024"
"17 Mortonhall Park Drive, Edinburgh, EH17 8SS","£367,500  on 17 May 2024"
"Flat 3F2, 39 Polwarth Gardens, Edinburgh, EH11 1LA","£195,000  on 17 May 2024,£162,500  on 15 December 2022"
"264/5, Craigcrook Road, Edinburgh, EH4 7TF","£280,000  on 17 May 2024,£270,000  on 18 September 2020"
"25 Flockhart Gait, Newcraighall, Musselburgh, EH21 8RG","£400,000  on 17 May 2024"
"6/8, Ogilvie Terrace, Edinburgh, EH11 1NR","£239,000  on 17 May 2024"
"3F1, 68 Constitution Street, Edinburgh, EH6 6RR","£260,050  on 17 May 2024,£205,000  on 30 October 2020"
"6/7 Greenacre, Edinburgh, EH14 3JG","£117,000  on 17 May 2024"
"49/1 The Green, Edinburgh, EH4 5AE","£220,000  on 17 May 2024,£196,000  on 29 April 2022"
"27 Cambridge Avenue, Edinburgh, EH6 5AW","£426,238  on 17 May 2024"
"39 Cumberland Street, Edinburgh, EH3 6RA","£295,000  on 17 May 2024"
"41 Morton Street, Edinburgh, EH15 2JA","£805,000  on 17 May 2024"
"7/15, Wheatfield Road, Edinburgh, EH11 2PT","£147,000  on 17 May 2024"
"8/4 Ferry Gait Crescent, Edinburgh, EH4 4GR","£170,000  on 17 May 2024"
"5/14 Smithfield Street, Edinburgh, EH11 2PH","£162,000  on 17 May 2024"
"76 Marchmont Road, Edinburgh, EH9 1HR","£589,000  on 17 May 2024,£485,000  on 22 April 2020"
"79 Granton Place, Edinburgh, EH5 1AZ","£155,000  on 17 May 2024"
"13 Springfield, Edinburgh, EH6 5SF","£178,000  on 17 May 2024"
"8/1 Bughtlin Drive, Edinburgh, EH12 8UX","£192,257  on 17 May 2024"
"102 Morvenside, Edinburgh, EH14 2SQ","£223,000  on 17 May 2024"
"48 Bellevue Street, Edinburgh, EH7 4BY","£280,000  on 17 May 2024"
"2/1 Hawkhill Close, Edinburgh, EH7 6AB","£212,000  on 17 May 2024"
"118 Crewe Crescent, Edinburgh, EH5 2JW","£180,000  on 17 May 2024"
"Flat 43, 32 Dryden Street, Edinburgh, EH7 4GQ","£325,000  on 17 May 2024"
"26/1, Annandale Street, Edinburgh, EH7 4AN","£302,500  on 17 May 2024"
"22 Pringle Gait, Edinburgh, EH16 4HD","£286,000  on 17 May 2024"
"1F2, 51 Brunswick Street, Edinburgh, EH7 5HY","£180,000  on 17 May 2024"
"15 Craigleith View, Edinburgh, EH4 3JZ","£600,000  on 17 May 2024"
"29 Craiglockhart Crescent, Edinburgh, EH14 1EZ","£465,000  on 17 May 2024"
"47 Redhall Road, Edinburgh, EH14 2HN","£242,500  on 17 May 2024"
"24 Upper Craigour Way, Edinburgh, EH17 7SG","£171,000  on 17 May 2024"
"55 Belmont Road, Juniper Green, EH14 5EB","£172,000  on 17 May 2024"
"34 Sassoon Grove, Edinburgh, EH10 5FA","£1,400,000  on 17 May 2024"
"247 Dalkeith Road, Edinburgh, EH16 5JS","£245,000  on 17 May 2024"
"27 Niven Way, Edinburgh, EH12 8FQ","£440,000  on 17 May 2024"
"703/4, Ferry Road, Edinburgh, EH4 2TZ","£162,500  on 17 May 2024"
"5F, St. Bernards Row, Edinburgh, EH4 1HW","£987,500  on 17 May 2024,£975,000  on 30 November 2021"
"8 Hughes Close, Edinburgh, EH7 4FU","£615,000  on 17 May 2024,£497,500  on 3 November 2021"
"Flat 2, 13 Goldcrest Place, Edinburgh, EH4 8GQ","£259,995  on 17 May 2024,£299,995  on 29 June 2023"
"17/3, Johns Place, Edinburgh, EH6 7EN","£175,000  on 17 May 2024"
"15 Bell Place, Edinburgh, EH3 5HT","£240,000  on 17 May 2024"
"39 Meadowfield Terrace, Edinburgh, EH8 7NR","£510,000  on 17 May 2024"
"7/1, Hartington Gardens, Edinburgh, EH10 4LD","£521,000  on 17 May 2024"
"44 Caiystane Avenue, Edinburgh, EH10 6SH","£495,495  on 17 May 2024"
"103 Provost Milne Grove, South Queensferry, EH30 9PL","£295,000  on 17 May 2024,£237,500  on 4 December 2020"
"11 Prospect Bank Grove, Edinburgh, EH6 7NU","£420,337  on 17 May 2024"
"3F4, 4 Muriston Place, Edinburgh, EH11 2LT","£305,000  on 17 May 2024"
"60/2, Henderson Row, Edinburgh, EH3 5BJ","£271,201  on 17 May 2024"
"18/1, Duff Street, Edinburgh, EH11 2HG","£249,950  on 17 May 2024"
"2 Nellfield, Edinburgh, EH16 6DX","£155,000  on 17 May 2024,£147,000  on 26 April 2021"
"32/11, Coburg Street, Edinburgh, EH6 6HL","£260,000  on 17 May 2024"
"25 Jordan Lane, Edinburgh, EH10 4QZ","£230,000  on 17 May 2024"
"269/3, Leith Walk, Edinburgh, EH6 8PD","£270,000  on 17 May 2024"
"11 Comely Bank Road, Edinburgh, EH4 1DR","£363,150  on 17 May 2024"
"13/2, Watson Crescent, Edinburgh, EH11 1HB","£170,000  on 17 May 2024"
"2 Parsons Green Terrace, Edinburgh, EH8 7AN","£276,699  on 17 May 2024"
"12 Sighthill Street, Edinburgh, EH11 4QQ","£195,000  on 17 May 2024"
"18 Brougham Place, Edinburgh, EH3 9JU","£333,000  on 17 May 2024"
"13/3 Stuart Park, Edinburgh, EH12 8YD","£150,000  on 17 May 2024,£133,500  on 11 December 2020"
"46/2 Bernard Street, Edinburgh, EH6 6PR","£195,000  on 17 May 2024"
"18/16, Tay Street, Edinburgh, EH11 1EB","£210,000  on 17 May 2024"
"294 Easter Road, Edinburgh, EH6 8JU","£175,100  on 17 May 2024"
"Flat 12, 61 Waterfront Park, Edinburgh, EH5 1BA","£158,500  on 17 May 2024"
"12/7 Abbey Lane, Edinburgh, EH8 8HH","£153,700  on 17 May 2024"
"51 Argyle Crescent, Edinburgh, EH15 2QE","£385,000  on 17 May 2024"
"16/1 Powderhall Road, Edinburgh, EH7 4GB","£325,000  on 17 May 2024"
"46 Dundas Avenue, South Queensferry, West Lothian, EH30 9QA","£245,000  on 17 May 2024,£198,500  on 7 July 2022"
"7/4 Hermand Terrace, Edinburgh, EH11 1QZ","£325,000  on 17 May 2024"
"1a Ashton Villas, Edinburgh, EH15 2QP","£550,000  on 17 May 2024"
"42/6 Gilmerton Dykes Road, Edinburgh, EH17 8PG","£157,000  on 17 May 2024"
"Flat 5, 92 Chesser Crescent, Edinburgh, EH14 1SE","£285,162  on 17 May 2024"
"11 Upper Cramond Court, Edinburgh, EH4 6RQ","£445,000  on 17 May 2024,£480,000  on 19 January 2022"
"Flat 2, 8 Goldcrest Place, Edinburgh, EH4 8GS","£212,000  on 16 May 2024,£195,200  on 27 April 2022"
"14 Montague Street, Edinburgh, EH8 9QX","£285,000  on 16 May 2024"
"3 Hillview Drive, Edinburgh, EH12 8QW","£470,000  on 16 May 2024"
"1 Stenhouse Gardens, Edinburgh, EH11 3JL","£164,000  on 16 May 2024"
"14 Crewe Bank, Edinburgh, EH5 2JL","£183,341  on 16 May 2024"
"35a Cluny Drive, Edinburgh, EH10 6DT","£650,000  on 16 May 2024"
"12/25 Pilrig Heights, Edinburgh, EH6 5BB","£170,000  on 16 May 2024"
"4/5 East Pilton Farm Avenue, Edinburgh, EH5 2GA","£257,129  on 16 May 2024"
"14 Halmyre Street, Edinburgh, EH6 8PZ","£130,000  on 16 May 2024"
"87/6, Dickson Street, Edinburgh, EH6 8QH","£213,000  on 16 May 2024"
"23 Braehead Drive, Edinburgh, EH4 6QJ","£370,000  on 16 May 2024"
"Flat 51, Lyle Court, 25 Barnton Grove, Edinburgh, EH4 6EZ","£225,000  on 16 May 2024"
"56 Redwing Wynd, Edinburgh, EH4 8GG","£455,995  on 16 May 2024"
"3F3, 10 Dickson Street, Edinburgh, EH6 8RL","£172,000  on 16 May 2024,£155,000  on 16 October 2020"
"21 Hope Lane North, Edinburgh, EH15 2PT","£555,000  on 16 May 2024,£580,722  on 25 May 2023"
"22 Warriston Terrace, Edinburgh, EH3 5LZ","£290,000  on 16 May 2024"
"10/3 Mount Alvernia, Edinburgh, EH16 6AW","£210,000  on 16 May 2024"
"Flat 1, 38 Meadowsweet Drive, Edinburgh, EH4 8FF","£355,000  on 16 May 2024"
"20 Fairley Wynd, Edinburgh, EH12 0AG","£560,000  on 16 May 2024"
"44 Gamekeeper's Road, Edinburgh, EH4 6LS","£650,000  on 16 May 2024"
"8 Keggie Avenue, Edinburgh, EH17 8ZT","£439,995  on 16 May 2024"
"257/5, South Gyle Road, Edinburgh, EH12 9EJ","£150,000  on 16 May 2024"
"20/1, Drumsheugh Gardens, Edinburgh, EH3 7RN","£383,500  on 16 May 2024"
"90 Grassmarket, Edinburgh, EH1 2JR","£250,000  on 16 May 2024"
"22 Broomhouse Avenue, Edinburgh, EH11 3SD","£185,000  on 16 May 2024"
"15/3 Westfield Road, Edinburgh, EH11 2QS","£146,000  on 16 May 2024,£125,000  on 6 December 2019"
"21 Coillesdene Drive, Edinburgh, EH15 2JQ","£750,000  on 16 May 2024"
"15 Alnwickhill Gardens, Edinburgh, EH16 6NF","£375,000  on 15 May 2024"
"49 Firrhill Crescent, Edinburgh, EH13 9EW","£225,000  on 15 May 2024"
"14 Mortonhall Park Gardens, Edinburgh, EH17 8SR","£310,000  on 15 May 2024"
"31/5, Warrender Park Terrace, Edinburgh, EH9 1ED","£460,000  on 15 May 2024"
"13 Bright Terrace, Edinburgh, EH11 2BL","£398,000  on 15 May 2024,£315,500  on 25 March 2022"
"15/8 Clovenstone Gardens, Edinburgh, EH14 3EU","£190,000  on 15 May 2024,£150,300  on 4 September 2020"
"1F1, 17/1F1, Lochrin Place, Edinburgh, EH3 9QT","£208,000  on 15 May 2024"
"1 Granton Grove, Edinburgh, EH5 1AU","£200,000  on 15 May 2024"
"Flat 2, 17 Pinkhill Park, Edinburgh, EH12 7FL","£389,500  on 15 May 2024"
"32 Broomhouse Court, Edinburgh, EH11 3RN","£160,000  on 15 May 2024"
"15 Craigmount Loan, Edinburgh, EH12 8DJ","£80,500  on 15 May 2024,£415,100  on 26 August 2022"
"29 Wardlaw Place, Edinburgh, EH11 1UG","£170,000  on 15 May 2024,£145,540  on 29 October 2021"
"21/3, Easter Road, Edinburgh, EH7 5PJ","£230,000  on 15 May 2024"
"5/1, Lauriston Gardens, Edinburgh, EH3 9HH","£390,000  on 15 May 2024"
"7 Wardlaw Place, Edinburgh, EH11 1UA","£146,555  on 15 May 2024"
"18 Leopold Place, Edinburgh, EH7 5LB","£440,000  on 15 May 2024,£485,000  on 28 February 2020"
"211/6 Duddingston Park South, Edinburgh, EH15 3EJ","£160,000  on 15 May 2024"
"63 St. Leonards Hill, Edinburgh, EH8 9SB","£350,000  on 15 May 2024,£200,000  on 28 June 2023"
"57/5, Giles Street, Edinburgh, EH6 6TR","£200,000  on 15 May 2024"
"4/3 Oxgangs Farm Gardens, Edinburgh, EH13 9QE","£165,000  on 15 May 2024"
"8/2 Western Harbour Breakwater, Edinburgh, EH6 6HZ","£190,000  on 15 May 2024"
"22 Ardmillan Terrace, Edinburgh, EH11 2JW","£169,000  on 15 May 2024"
"30/5, Bryson Road, Edinburgh, EH11 1DX","£235,000  on 14 May 2024"
"Flat 10, 9 Victoria Quay, Edinburgh, EH6 6EZ","£325,000  on 14 May 2024"
"24 North Fort Street, Edinburgh, EH6 4HD","£717,717  on 14 May 2024"
"Flat 2, 360 West Granton Road, Edinburgh, EH5 1FE","£172,500  on 14 May 2024,£150,000  on 14 February 2020"
"27, Dundas Street, Edinburgh, EH3 6QQ","£725,000  on 14 May 2024"
"83/9 East London Street, Edinburgh, EH7 4BQ","£350,000  on 14 May 2024"
"5 Poppy Cruick, Cammo, Edinburgh, EH4 8FQ","£399,999  on 14 May 2024"
"22/12, Kinellan Road, Edinburgh, EH12 6ES","£600,000  on 14 May 2024"
"1F1, 1 Chancelot Grove, Edinburgh, EH5 3AA","£335,000  on 14 May 2024"
"29 Prestonfield Avenue, Edinburgh, EH16 5EG","£207,207  on 14 May 2024"
"Flat 2, 10 Salamander Court, Edinburgh, EH6 7JP","£235,000  on 14 May 2024,£205,000  on 3 November 2020"
"1 Hilltown Terrace, Woolmet, Dalkeith, EH22 1LG","£105,000  on 14 May 2024"
"12 Chandler Crescent, Edinburgh, EH6 7AL","£373,000  on 14 May 2024"
"70/1 Willowbrae Road, Edinburgh, EH8 7HA","£200,000  on 14 May 2024"
"254/5, Crewe Road North, Edinburgh, EH5 1LS","£122,500  on 13 May 2024"
"54 Paisley Avenue, Edinburgh, EH8 7LQ","£412,060  on 13 May 2024"
"1/5, Easter Dalry Drive, Edinburgh, EH11 2TE","£249,500  on 13 May 2024"
"61/15 Park Avenue, Edinburgh, EH15 1JP","£221,580  on 13 May 2024"
"1 Ryehill Terrace, Edinburgh, EH6 8EW","£380,255  on 13 May 2024"
"12/1, Lasswade Grove, Edinburgh, EH17 8HS","£140,000  on 13 May 2024"
"106 Restalrig Road South, Edinburgh, EH7 6JB","£145,000  on 13 May 2024"
"24/5 Springwell Place, Edinburgh, EH11 2HY","£176,000  on 13 May 2024"
"31 Clermiston Gardens, Edinburgh, EH4 7DU","£232,323  on 13 May 2024"
"16A, Liberton Brae, Edinburgh, EH16 6AE","£449,783  on 13 May 2024,£409,150  on 7 April 2020"
"84 Stoneyflatts Park, South Queensferry, West Lothian, EH30 9YL","£235,000  on 13 May 2024,£200,000  on 9 July 2021"
"37, Roseburn Terrace, Edinburgh, EH12 5NQ","£330,000  on 13 May 2024"
"5/1 Inglis Green Gait, Edinburgh, EH14 2LG","£190,000  on 13 May 2024"
"3F2, 66 East Claremont Street, Edinburgh, EH7 4JR","£425,000  on 11 May 2024"
"60 Raeburn Place, Edinburgh, EH4 1HJ","£305,000  on 10 May 2024"
"13 Dimma Park, South Queensferry, EH30 9AL","£260,000  on 10 May 2024,£235,000  on 6 September 2021"
"16/2, St. Patrick Square, Edinburgh, EH8 9EZ","£200,000  on 10 May 2024,£220,000  on 9 September 2021"
"43 Sighthill View, Edinburgh, EH11 4NX","£160,000  on 10 May 2024"
"31/4, Kingsknowe Road North, Edinburgh, EH14 2BN","£155,554  on 10 May 2024,£130,200  on 6 November 2020"
"Flat 4, 200 Great Junction Street, Edinburgh, EH6 5LW","£436,050  on 10 May 2024,£395,000  on 12 January 2022"
"61/4, Falcon Road, Edinburgh, EH10 4AS","£430,000  on 10 May 2024,£361,000  on 31 March 2021"
"25 Warriston Terrace, Edinburgh, EH3 5LZ","£365,080  on 10 May 2024"
"52 Parkhead View, Edinburgh, EH11 4RT","£140,000  on 10 May 2024"
"12B, Corrennie Drive, Edinburgh, EH10 6EG","£685,500  on 10 May 2024"
"171 South Gyle Wynd, Edinburgh, EH12 9EZ","£220,000  on 10 May 2024"
"15/4, Livingstone Place, Edinburgh, EH9 1PE","£330,000  on 10 May 2024"
"9 Rosebank Cottages, Edinburgh, EH3 8DA","£275,148  on 10 May 2024"
"18/7, Drum Terrace, Edinburgh, EH7 5NB","£210,000  on 10 May 2024"
"19 Granton Place, Edinburgh, EH5 1AL","£192,000  on 10 May 2024"
"Flat 8, 1 St James Place, Edinburgh, EH1 3BP","£485,000  on 10 May 2024"
"49 Riversdale Grove, Edinburgh, EH12 5QS","£496,000  on 10 May 2024"
"37/9, Elm Row, Edinburgh, EH7 4AH","£245,000  on 10 May 2024"
"81 Colinton Mains Grove, Edinburgh, EH13 9DG","£230,000  on 10 May 2024"
"1F2, 160 Easter Road, Edinburgh, EH7 5RL","£228,000  on 10 May 2024,£228,000  on 10 May 2024"
"Flat 1, 22 Lochrin Place, Edinburgh, EH3 9QS","£420,000  on 10 May 2024"
"Flat 5, 6 Barleyhill Terrace, Edinburgh, EH6 8FH","£230,000  on 10 May 2024"
"Flat 8, 74 Orchard Brae Avenue, Edinburgh, EH4 2GA","£288,000  on 10 May 2024"
"195 Piersfield Terrace, Edinburgh, EH8 7BW","£359,950  on 10 May 2024"
"6/5 Rodney Place, Edinburgh, EH7 4FR","£180,000  on 10 May 2024"
"3 Gillsland Road, Edinburgh, EH10 5BW","£1,050,000  on 10 May 2024"
"Flat 13, Caiystane Court, 11 Oxgangs Road North, Edinburgh, EH13 9AA","£193,000  on 10 May 2024"
"6/9 Roseburn Drive, Edinburgh, EH12 5NS","£170,000  on 10 May 2024"
"44 South Gyle Mains, Edinburgh, EH12 9EP","£185,000  on 10 May 2024"
"2/5 Easter Dalry Wynd, Edinburgh, EH11 2TW","£245,000  on 10 May 2024"
"40/4 Hutchison Avenue, Edinburgh, EH14 1QP","£178,000  on 10 May 2024"
"11 Freelands Way, Ratho, Newbridge, Midlothian, EH28 8JZ","£370,000  on 10 May 2024"
